-1.032494562328793, -0.1880022855475545, -0.0
-0.9732931547332555, -0.20661097159609199, -0.0
-0.9202411725418642, -0.18640530202537775, -0.0
-0.8687688394566067, -0.17543434724211693, -0.0
-0.8032653464470059, -0.1644947244785726, -0.0
-0.7393580031930469, -0.17018037661910057, -0.03607287820062868
-0.6879062993102707, -0.16844761930406094, -0.5
-0.6379929840913974, -0.1574731837026775, -0.5
-0.5834273686050437, -0.15759502816945314, -0.5
-0.6972851590253413, -0.1795125682838261, -0.5
-0.8906734751653858, -0.21049076039344072, -0.5
-1.0684633631026372, -0.23780848179012537, -0.5
-1.2524769469746388, -0.2595693585462868, -0.5
-1.4208425935939886, -0.25549808889627457, -0.5
-1.5954319323645905, -0.24586997320875525, -0.5
-1.7637728204135783, -0.23071286221966147, -0.5
-1.9165359106846154, -0.22113348077982664, -0.5
-2.089516718464438, -0.1893371632322669, -0.5
-2.236035485577304, -0.17607642291113734, -0.5
-2.440262659569271, -0.17377270199358463, -0.5
-2.602379853487946, -0.16417242027819157, -0.5
-2.7956856522359885, -0.15819778386503458, -0.5
-2.959378370316699, -0.1559845730662346, -0.5
-3.151149908604566, -0.16109924763441086, -0.5
-3.324237992055714, -0.17734153661876917, -0.5
-3.5098188478150405, -0.2027941676788032, -0.5
-3.7016440297593363, -0.2319281459785998, -0.5
-3.890338798693847, -0.25552616734057665, -0.5
-4.080600838875398, -0.28281598072499037, -0.5
-4.27556468907278, -0.3211811832152307, -0.2577288125247963
-4.475209722353611, -0.36138357454910874, -0.28865932187871945
-4.66707204899285, -0.4071462908759713, -0.402066103091525
-4.8495596392895095, -0.4436916974373162, -0.47938474684896387
-5.000842117704451, -0.4692209027707577, -0.48970000305185096
-5.1536918676574714, -0.49844190245494246, -0.5
-5.301831555145327, -0.5128922290168703, -0.5
-5.465561416465789, -0.5273077338933945, -0.4587694936979278
-5.640258050814737, -0.5657181753776968, -0.4587694936979278
-5.793116057699081, -0.5986344441771507, -0.4587694936979278
-5.958437955297995, -0.6278275735676289, -0.4587694936979278
-6.13157144660363, -0.6643938492052257, -0.391750846888638
